,ENTRPRS,PRDUCT,REGIST_DT,STTEMNT_NO
16381,주식회사한미양행,정우프로폴리스,20150522,20040015083214
16382,(주)한국씨엔에스팜,정이안의 여우다이어트,20150522,200400200071304
16383,(주)유유헬스케어,정일원,20160502,20040015107672
16384,극동에치팜(주),정일원,20151210,20040020068341
16385,(주)케이지앤에프,정일원(正一元),20150522,2004001602073
16386,비씨엘바이오제약(주),정일원(正一元),20170208,20040020041223
16387,(주)더존피에이치씨,정일품 침향,20150522,20040017039408
16388,농업회사법인(유)지평선 프로폴리스,정일품 프로폴리스 스프레이,20150522,201400190302
16389,농업회사법인(유)지평선 프로폴리스,정일품프로폴리스,20150522,201400190301
16390,(주)대은바이오,정일품홍삼,20150522,201000151972
16391,(주)미주 제2공장,정제어유,20160525,2004001903812
16392,(주)서흥,정제어유,20150522,20040020006781
16393,주식회사한미양행,정직한 가르시니아 2800,20150522,20040015083590
16394,주식회사한미양행,정직한 카르니틴,20150522,20040015083639
16395,주식회사한미양행,정직한 테이크아웃,20150522,20040015083640
16396,(주)허브큐어,정클로렐라,20150522,2004001516229
16397,주식회사 노바렉스2공장,제2의 봄,20180201,20060020008246
16398,제너럴바이오 주식회사,제너럴 밸런스 메가비타민 C,20180327,201300193045
16399,(주)유유헬스케어,제너럴밸런스 MSM,20160714,20040015107681
16400,제너럴바이오 주식회사,제너럴밸런스 M솔루션,20180612,201300193047
16401,(주)유유헬스케어,제너럴밸런스 W솔루션,20180326,20040015107764
16402,제너럴바이오 주식회사,제너럴밸런스 로케트파워,20181113,201300193048
16403,(주)케비젠,제너럴밸런스 로케트파워,20180705,2015001001816
16404,(주)유유헬스케어,제너럴밸런스 루테인,20160802,20040015107688
16405,제너럴바이오 주식회사,제너럴밸런스 루테인,20180214,201300193044
16406,(주)유유헬스케어,제너럴밸런스 밀크씨슬,20160718,20040015107682
16407,(주)유유헬스케어,제너럴밸런스 씨포뮬라,20161031,20040015107696
16408,(주)유유헬스케어,제너럴밸런스 오메가3,20160714,20040015107680
16409,제너럴바이오 주식회사,제너럴밸런스 오메가3,20180214,201300193043
16410,(주)유유헬스케어,제너럴밸런스 종합바이타민,20160720,20040015107687
16411,(주)유유헬스케어,제너럴밸런스 진생 오리지널,20180413,20040015107765
16412,(주)유유헬스케어,제너럴밸런스 진생 프리미엄,20180413,20040015107769
16413,(주)유유헬스케어,제너럴밸런스 진생에스S,20180413,20040015107766
16414,(주)유유헬스케어,제너럴밸런스 칼슘마그네슘,20160720,20040015107686
16415,(주)유유헬스케어,제너럴밸런스 콜케어,20160720,20040015107685
16416,네이처퓨어코리아(주),제너럴밸런스 키즈 멀티 비타민,20180323,20100019004758
16417,(주)유유헬스케어,제너럴밸런스 프로바이오틱스,20150708,20040015107641
16418,제너럴바이오 주식회사,제너럴밸런스 프로바이오틱스,20180205,201300193042
16419,(주)뉴트리바이오텍,제니스-에이치피,20151112,20070017035755
16420,(주)알피바이오,제니스500골드,20150522,20040017006435
16421,(주)엠앤씨생명과학,제닌 에이저,20150522,201300170034
16422,(주)엠앤씨생명과학,제닌 일라라,20180305,2013001700317
16423,(주)엠앤씨생명과학,제닌 헥트 포,20180214,2013001700316
16424,(주)엠앤씨생명과학,제닌지피시투,20180213,2013001700315
16425,(주)뉴트리바이오텍,제렉스,20150522,20070017035260
16426,콜마비앤에이치(주)푸디팜사업부문,제로-S,20150522,20060020003802
16427,에프엔바이오(주),"제로나 비타민C,D,칼슘",20160519,20040020071284
16428,에프엔바이오(주),"제로나비타민C,D,칼슘오렌지맛",20160620,20040020071285
16429,(주)바이오토피아,제로메이트,20171117,201727820161
16430,(주)바이오토피아,제로메이트 그린,20180802,201727820165
16431,비씨엘바이오제약(주),제로슬림,20171117,20040020041261
16432,(주)키토라이프,제로존,20150522,2004001703716
16433,(주)유유헬스케어,제로존 다이어트,20150522,20040015107610
16434,(주)키토라이프,제로존파코스,20150522,2004001703720
16435,콜마비앤에이치(주)푸디팜사업부문,제로컷 슬림다이어트,20150522,20060020003658
16436,코스맥스바이오(주),제로핏,20150522,200400200021519
16437,코스맥스바이오(주),제리프제로,20180531,200400200022176
16438,(주)유유헬스케어,제우스실버포맨,20150522,20040015107426
16439,에스케이내추럴팜(주),제이더블유(JW)중외식물유래(식물성)엠에스엠(MSM),20170929,20040017106346
16440,제이더블유중외제약(주),제이더블유중외제약클로렐라골드정,20171115,201728801761
16441,에스케이내추럴팜(주),제이비(JB) 혈류폴랫폼,20170504,20040017106326
16442,콜마비앤에이치(주)푸디팜사업부문,제이비티,20180402,200600200031276
16443,(주)서흥,제이씨메가 1580,20150522,20040020006331
16444,주식회사 노바렉스,제이앤씨글루코사민,20150522,20040020008708
16445,주식회사 노바렉스,제이앤씨쏘팔메토,20150522,20040020008713
16446,고려인삼과학주식회사,제이에스 카미고려(Js Kami 高麗(전량수출용),20171128,20040015039192
16447,농업회사법인에스에스바이오팜(주),제이엠 프로폴리스,20161020,201600122782
16448,농업회사법인에스에스바이오팜(주),제이엠엠에스엠(전량수출용),20170406,2016001227813
16449,농업회사법인에스에스바이오팜(주),제이엠청솔(JMCHEONGSOL)(전량수출용),20170406,2016001227812
16450,농업회사법인(주)제이웰바이오팜,제이웰 레드퀸,20180628,201600100115
16451,극동에치팜(주),제이제이의 칼로컷다이어트,20150522,20040020068173
16452,에프엔바이오(주),제이준화이트슬림다이어트,20151021,20040020071281
16453,고려인삼제조주식회사,제이케이 스페셜 홍삼,20150522,2004001702458
16454,(주)동원에프앤비,제이케이스페셜홍삼(紅蔘),20170421,2010002005629
16455,동서바이오팜(주),제일글루코사민정골드,20150522,2004001702550
16456,동서바이오팜(주),제일폴라신프로폴리스,20150522,20040017025185
16457,농업회사법인(주)제이웰바이오팜,제주 삼보,20170109,201600100113
16458,농업회사법인(주)제이웰바이오팜,제주 삼보정,20160405,201600100111
16459,제주농장영농조합법인 제주지점,제주 알로에겔 망고맛,20160331,2013001930310
16460,제주농장영농조합법인 제주지점,제주 프리미엄 알로에겔,20150522,201300193035
16461,제주농장영농조합법인 제주지점,제주농장 생 알로에겔,20170316,2013001930313
16462,제주농장영농조합법인 제주지점,제주농장 쾌변 알로에정,20160712,2013001930312
16463,제주농장영농조합법인 제주지점,제주농장센스정,20150522,201300193034
16464,(주)유유헬스케어,제주알로에정,20150522,20040015107306
16465,(주)팜텍코리아,제중원 남기새,20150522,2004001519152
16466,(주)서흥 오창공장,제중원 남기새 명작,20181112,20130020024110
16467,극동에치팜 주식회사 2공장,제중원 홍삼정 매일 사포닌,20171218,201728801938
16468,극동에치팜 주식회사 2공장,제중원 홍삼정 진 眞,20171025,201728801933
16469,극동에치팜 주식회사 2공장,제중원 홍삼정골드,20171103,201728801935
16470,극동에치팜(주),제중원 홍삼킹 캡슐,20181019,20040020068537
16471,극동에치팜 주식회사 2공장,제중원 활력 홍삼정,20181011,2017288019318
16472,(주)충청바이오텍,제트 솔루션 원큐,20170418,201500120557
16473,한국네츄럴팜,제트 옥타코사놀 프로,20150522,2011001802453
16474,한국네츄럴팜,제트 지엠에이 프로(ZET ZMA PRO),20150522,2011001802459
16475,한국네츄럴팜,제트B컴플렉스,20150522,2011001802460
16476,한국네츄럴팜,제트게이너,20150522,2011001802442
16477,한국네츄럴팜,제트게이너스무디딸기맛,20160613,2011001802477
16478,한국네츄럴팜,제트게이너스위트바나나맛,20160613,2011001802478
16479,한국네츄럴팜,제트게이너플래티넘,20150522,2011001802418
16480,한국네츄럴팜,제트맥스게인,20160701,2011001802484
16481,한국네츄럴팜,제트맥스게인 스무디딸기맛,20160701,2011001802483
16482,한국네츄럴팜,제트맥스게인 스위트바나나맛,20160701,2011001802481
16483,한국네츄럴팜,제트맥스더블유피아이에이치,20150522,2011001802462
16484,한국네츄럴팜,제트맥스더블유피에이치,20150522,2011001802443
16485,한국네츄럴팜,제트맥스더블유피에이치 스무디딸기맛,20160422,2011001802475
16486,한국네츄럴팜,제트맥스더블유피에이치 스위트바나나맛,20160422,2011001802476
16487,한국네츄럴팜,제트맥스더블유피에이치플래티넘,20150522,2011001802417
16488,한국네츄럴팜,제트맥스소이,20150522,2011001802438
16489,한국네츄럴팜,제트맥스크레아틴,20160812,20110018024107
16490,한국네츄럴팜,제트맥스프로틴,20160712,2011001802493
16491,한국네츄럴팜,제트맥스프로틴 스무디딸기맛,20160712,2011001802495
16492,한국네츄럴팜,제트맥스프로틴 스위트바나나맛,20160712,2011001802492
16493,한국네츄럴팜,제트머슬온,20150522,2011001802439
16494,한국네츄럴팜,제트머슬온스무디딸기맛,20160613,2011001802479
16495,한국네츄럴팜,제트머슬온스위트바나나맛,20160613,2011001802480
16496,한국네츄럴팜,제트머슬온플래티넘,20150522,2011001802419
16497,한국네츄럴팜,제트아미노프로,20160808,20110018024105
16498,한국네츄럴팜,제트웨이프로틴,20150522,2011001802440
16499,한국네츄럴팜,제트크레아틴프로(ZET CREATINE PRO),20150522,2011001802449
16500,한국네츄럴팜,제트프라임더블유피아이,20150522,2011001802441
16501,한국네츄럴팜,제트프로컷 카르니틴(ZET PROCUT CARNITINE),20150522,2011001802451
16502,한국네츄럴팜,제트프로컷CLA,20150522,2011001802436
16503,한국네츄럴팜,제트프로컷가르시니아,20150522,2011001802434
16504,한국네츄럴팜,제트프로컷쉐이크,20160712,2011001802494
16505,한국네츄럴팜,제트프로컷쉐이크 스무디딸기맛,20160701,2011001802485
16506,한국네츄럴팜,제트프로컷쉐이크스위트바나나맛,20160701,2011001802482
16507,한국바이오팜(주),제피로스-피,20161116,20040020046515
16508,(주)유유헬스케어,제황,20161221,20040015107706
16509,조아제약(주),젠틀 B,20150522,2004001601145
16510,코스맥스바이오(주),젠틀맨콰트로,20170201,200400200021962
16511,코스맥스바이오(주),젠프로17,20160520,200400200021841
16512,코스맥스바이오(주),젠프로17큐,20180419,200400200022155
16513,주식회사 알파비앤에이치,젤로핏다이어트깔라만시맛,20180726,201300200204
16514,주식회사 알파비앤에이치,젤로핏다이어트복숭아맛,20180726,201300200203
16515,주식회사 알파비앤에이치,젤로핏다이어트청사과맛,20180726,201300200202
16516,(주)뉴트리바이오텍,젤리다 다이어트 스틱,20171130,200700170351050
16517,(주)뉴트리바이오텍,젤리다 비타민D 스틱,20171110,200700170351039
16518,(주)뉴트리바이오텍,젤리다 이너뷰티 스틱,20180704,200700170351147
16519,(주)네추럴에프앤피,젤리다 카르니틴스틱,20180801,200400200141083
16520,주식회사 노바렉스2공장,젤리베어 멀티비타민&미네랄 딸기맛 구미,20160404,2006002000877
16521,주식회사 노바렉스2공장,젤리베어 멀티비타민&미네랄 망고맛 구미,20160404,2006002000878
16522,주식회사 노바렉스2공장,젤리베어 멀티비타민&미네랄 오렌지맛 구미,20160406,2006002000883
16523,코스맥스바이오(주),젤리컷,20180110,200400200022112
16524,코스맥스바이오(주),젤리핏,20180914,200400200022236
16525,코스맥스바이오(주),젤블리,20170330,200400200021998
16526,엠에스바이오텍(주),젬무브 생생 프로바이오틱스,20150522,20040020020258
16527,엠에스바이오텍(주),젬무브 생생큐(Q),20171212,20040020020577
16528,(주)허브큐어,젬무브 생생효모 멀티비타민앤미네랄,20180207,20040015162196
16529,(주)두루원,젬무브생생두나리엘라,20150522,20040020010182
16530,(주)두루원,젬무브생생미네랄,20180209,20040020010242
16531,(주)두루원,젬무브생생엠에스엠,20170302,20040020010224
16532,(주)두루원,젬무브생생칼슘,20170302,20040020010223
16533,(주)두루원,젬무브생생화이버,20170106,20040020010220
16534,코스맥스바이오(주),젬프로바이오틱스,20150615,200400200021633
16535,(주)메디오젠 충주공장,조공프로바이오틱스,20180831,2018001217432
16536,(주)서흥,조류오메가3,20150522,20040020006959
16537,농업회사법인지에이치내츄럴,조삼원 고려 홍삼정 플러스,20161026,201500022175
16538,농업회사법인지에이치내츄럴,조삼원 고려홍삼농축액 프리미엄,20151105,201500022172
16539,농업회사법인지에이치내츄럴,조삼원 고려홍삼정골드,20151105,201500022171
16540,(주)알피바이오,조아 식물성 오메가3,20150522,20040017006505
16541,(주)비피도,조아라철분,20151020,20040015070230
16542,조아제약(주),조아바이톤,20150522,2004001601158
16543,코스맥스바이오(주),조아본BONE,20171205,200400200022099
16544,주식회사한미양행,조아유기농엽산,20150522,20040015083546
16545,조아제약(주),조아칼슘,20150522,200400160117
16546,(주)유니쎌팜,조웰-지(JOWELL-G),20151102,20040020028365
16547,비씨엘바이오제약(주),조은간,20171127,20040020041264
16548,종근당건강(주),조이글루코사민,20150522,2004002001639
16549,종근당건강(주),조이글루코사민골드,20150522,20040020016427
16550,코스맥스바이오(주),조이셀,20150522,20040020002958
16551,(주)유니쎌팜,조이셀,20150522,20040020028235
16552,메타볼랩(주),조이셀 칼슘,20150522,2007001501021
16553,안국건강(주),조이셀칼슘,20150522,201200151119
16554,비씨엘바이오제약(주),조이셀칼슘,20150522,20040020041158
16555,콜마비앤에이치(주)푸디팜사업부문,조이셀칼슘,20150914,20060020003850
16556,(주)에스트라,조이스텝,20180226,20040017031154
16557,(주)유니쎌팜,조이조-에프(JOIJO-F),20151102,20040020028364
16558,동서바이오팜(주),조인러브,20150522,20040017025169
16559,동서바이오팜(주),조인러브골드,20171107,20040017025443
16560,극동에치팜(주),조인아트,20150522,20040020068210
16561,극동에치팜(주),조인엠에스엠365,20150522,2004002006838
16562,조아제약(주),조인칼,20150522,2004001601136
16563,조아제약(주),조인칼플러스,20150522,2004001601156
16564,(주)유니쎌팜,조인케어글루코사민,20150522,2004002002852
16565,주식회사한미양행,조인케어샤인,20150522,20040015083360
16566,(주)뉴트리바이오텍,조인터메릭,20170223,20070017035904
16567,(주)뉴트리바이오텍,조인트,20171117,200700170351044
16568,(주)비오팜,조인트 글루코사민,20150522,20040017021484
16569,(주)내츄럴엔도텍,조인트 글루코사민,20150522,2005001701692
16570,(주)서흥,조인트 글루코사민,20150608,200400200061079
16571,극동에치팜(주),조인트 뉴트리,20150522,20040020068111
16572,(주)유유헬스케어,조인트 뉴트리(전량수출용),20150522,20040015107480
16573,(주)한국씨엔에스팜,조인트 서플라이 엔에이지,20181108,200400200072052
16574,주식회사 노바렉스,조인트 에센스,20150522,20040020008770
16575,(주)한국씨엔에스팜,조인트 엠에스엠,20150522,20040020007454
16576,주식회사 노바렉스,조인트 엠에스엠 플러스,20180910,200400200081891
16577,(주)한국씨엔에스팜,조인트 트리플 골드,20161017,200400200071710
16578,(주)네추럴에프앤피,조인트 트리플 골드,20180501,200400200141055
16579,콜마비앤에이치(주)푸디팜사업부문,조인트 퍼펙션,20180402,200600200031272
16580,주식회사 노바렉스,조인트 플렉스 보스웰리아,20150522,200400200081407
16581,(주)메디바이오랩,조인트 헬스 골드,20171214,201727820687
16582,주식회사 노바렉스,조인트_수출용,20150522,200400200081374
16583,주식회사 바이오에비뉴,조인트굿,20150522,20040017016260
16584,(주)허브큐어,조인트글루코사민,20150522,2004001516243
16585,코스맥스바이오(주),조인트글루코사민,20151027,200400200021722
16586,코스맥스바이오(주),조인트글루코사민골드,20150522,20040020002133
16587,(주)유니쎌팜,조인트닥터메틸설포닌메탄,20150522,20040020028278
16588,풀무원건강생활(주),조인트로즈힙플러스,20150522,20040020001257
16589,동서바이오팜(주),조인트리케어 N-아세틸글루코사민,20150522,20040017025151
16590,에프엔바이오(주),조인트맥스파워글루코사민,20150522,2004002007165
16591,네이처퓨어코리아(주),조인트맥스파워글루코사민(수출용),20150522,20100019004281
16592,(주)서흥,조인트밸런스,20150522,20040020006997
16593,(주)한국신약,조인트사미나,20150522,2004002001758
16594,(주)한풍네이처팜,조인트액티브엠에스엠,20150522,2012001900722
16595,(주)유니쎌팜,조인트엠에스엠(MSM)원소,20150522,20040020028286
16596,동서바이오팜(주),조인트엠에스엠플러스,20150522,20040017025346
16597,주식회사 네추럴웨이,조인트윈 골드,20150522,2004001510450
16598,주식회사 네추럴웨이,조인트윈골드 프리미엄,20180118,2004001510488
16599,한국코러스(주) 건강기능식품사업부,조인트커큐민,20150522,2012002001113
16600,인성제약(주),조인트케어,20150522,20040020019287
16601,엠에스바이오텍(주),조인트케어,20150522,20040020020255
16602,(주)뉴트리바이오텍,조인트케어 MSM,20150522,20070017035639
16603,(주)한국씨엔에스팜,조인트케어 NAG,20150522,200400200071046
16604,(주)한국씨엔에스팜,조인트케어 글루코사민,20150522,200400200071263
16605,동서바이오팜(주),조인트케어 글루코사민2000,20150522,20040017025307
16606,코스맥스바이오(주),조인트케어글루코사민,20150522,20040020002591
16607,한국바이오팜(주),조인트케어글루코사민,20150522,20040020046187
16608,(주)서흥,조인트케어포뮬러,20150522,20040020006998
16609,코스맥스바이오(주),조인트킹,20181004,200400200022243
16610,주식회사 네추럴웨이,조인트파워플러스,20150522,2004001510410
16611,(주)뉴트리바이오텍,조인트포뮬러,20150522,20070017035524
16612,코스맥스바이오(주),조인트프리,20150522,200400200021305
16613,동서바이오팜(주),조인트프리맥스2000,20150522,20040017025378
16614,주식회사 네추럴웨이,조인트플러스,20150522,2004001510421
16615,(주)서흥,조인트플러스로즈힙,20150522,20040020006860
16616,코스맥스바이오(주),조인트핏,20180608,200400200022183
16617,(주)서흥,조인트헬스플러스,20150522,20040020006690
16618,(주)엠앤씨생명과학,조인틴,20160728,201300170037
16619,코스맥스바이오(주),조인헬스,20150522,200400200021623
16620,코스맥스바이오(주),조인헬스골드,20150522,20040020002925
16621,(주)에스엘에스,존티(JONTY),20150522,2004001706285
16622,(주)메디오젠,종가집생유산균 락토바실러스플란타럼 디에스알112(L.plantarum DSR112),20160406,20040020029182
16623,(주)메디오젠,종가집생유산균 락토바실러스플란타럼 디에스알118(L.plantarum DSR118),20160406,20040020029183
16624,(주)메디오젠,종가집생유산균 락토바실러스플란타럼 디에스알330(L.plantarum DSR330),20160406,20040020029184
16625,주식회사 이수바이오,종근당 6년근 홍삼정 로얄,20160803,2013001712231
16626,주식회사 이수바이오,종근당 6년근 홍삼정 로얄 스틱,20160729,2013001712230
16627,종근당건강(주),종근당 글루코사민,20150522,2004002001638
16628,(주)한국씨엔에스팜,종근당 닥터 프리미어코큐텐 100mg,20150522,20040020007964
16629,주식회사 노바렉스,종근당 루테인지아잔틴,20150522,200400200081230
16630,콜마비앤에이치(주)푸디팜사업부문,종근당 멀티비타민,20150522,20060020003119
16631,이앤에스(주),종근당 비타민C 1000mg,20150522,2012001700218
16632,동서바이오팜(주),종근당 비타민D1000 I.U,20150522,20040017025345
16633,(주)한국씨엔에스팜,종근당 비타민D2000IU,20160816,200400200071688
16634,(주)한국씨엔에스팜,종근당 스쿠알렌플러스(전량수출용),20180323,200400200071927
16635,주식회사 노바렉스2공장,종근당 쏘팔메토 프리미엄,20150908,2006002000836
16636,콜마비앤에이치(주)푸디팜사업부문,종근당 엽산,20150522,20060020003155
16637,주식회사 노바렉스,종근당 오메가 B 플러스,20150522,200400200081086
16638,주식회사 노바렉스2공장,종근당 오메가 코큐텐 원(ONE),20160808,20060020008103
16639,(주)한국씨엔에스팜,종근당 오메가-3,20150522,20040020007654
16640,주식회사 노바렉스,종근당 오메가3골드 파워플러스 D,20150522,200400200081334
16641,(주)뉴트리바이오텍,종근당 조인트케어 글루코사민,20150522,20070017035442
16642,이앤에스(주),종근당 종합비타민 미네랄,20151005,2012001700253
16643,주식회사 노바렉스,종근당 파워플라본,20150522,200400200081349
16644,(주)뉴트리바이오텍,종근당 프리미엄 헤모철,20150522,20070017035392
16645,주식회사 노바렉스,종근당 플러스 온 오메가3 & 비타민E,20150522,200400200081055
16646,(주)한국씨엔에스팜,종근당 홍로얄젤리365(전량수출용),20180319,200400200071925
16647,(주)한국씨엔에스팜,종근당 홍트리플조인트(전량수출용),20180329,200400200071930
16648,종근당건강(주),종근당건강 N-아세틸글루코사민,20150522,20040020016370
16649,콜마비앤에이치(주)푸디팜사업부문,종근당건강 N-아세틸글루코사민,20160223,20060020003905
16650,(주)서흥,종근당건강 감마리놀렌산,20150522,20040020006314
16651,(주)네추럴에프앤피,종근당건강 건미락 파워 알로에베라골드,20170918,200400200141003
16652,종근당건강(주),종근당건강 관절사랑 MSM정,20150522,20040020016285
16653,이앤에스(주),종근당건강 관절엔(N)트리플파워,20161026,2012001700279
16654,종근당건강(주),종근당건강 관절엔(N)트리플파워,20150522,20040020016457
16655,콜마비앤에이치(주)푸디팜사업부문,종근당건강 관절엔(N)트리플파워,20160630,20060020003975
16656,종근당건강(주),종근당건강 글루자임,20150522,20040020016445
16657,(주)한국씨엔에스팜,종근당건강 나토배양물 나토키나제,20150522,20040020007688
16658,종근당건강(주),종근당건강 녹차다이어트,20150522,20040020016403
16659,종근당건강(주),종근당건강 다이어트자임,20150522,20040020016443
16660,(주)한국씨엔에스팜,종근당건강 디에스 셀렌효모,20150522,200400200071237
16661,(주)한국씨엔에스팜,종근당건강 디에스 칼슘앤마그네슘,20150522,200400200071242
16662,종근당건강(주),종근당건강 리얼프로바이오틱스,20150522,20040020016450
16663,종근당건강(주),종근당건강 맥스칼,20150522,20040020016491
16664,종근당건강(주),종근당건강 복합쏘팔메토,20150522,20040020016297
16665,종근당건강(주),종근당건강 뷰티자임,20150522,20040020016447
16666,종근당건강(주),종근당건강 비타민D2000IU,20150522,20040020016541
16667,콜마비앤에이치(주)푸디팜사업부문,종근당건강 비타민D2000IU,20180709,200600200031333
16668,종근당건강(주),종근당건강 상어연골 탄산 해조칼슘,20150522,20040020016476
16669,종근당건강(주),종근당건강 써큐자임,20150522,20040020016449
16670,종근당건강(주),종근당건강 쏘팔메토,20150522,20040020016298
16671,(주)한국씨엔에스팜,종근당건강 쏘팔메토,20150522,20040020007672
16672,(주)서흥,종근당건강 오메가3탑 EPA DHA,20150522,20040020006646
16673,종근당건강(주),종근당건강 은행잎추출물정,20150522,20040020016396
16674,종근당건강(주),종근당건강 은행잎추출물정 맥스,20150522,20040020016399
16675,종근당건강(주),종근당건강 은행잎추출물정 프라임,20150522,20040020016395
16676,종근당건강(주),종근당건강 크리자임,20150522,20040020016448
16677,종근당건강(주),종근당건강 트리플파워,20150522,20040020016453
16678,(주)서흥,종근당건강 튼튼관절,20150522,200400200061011
16679,종근당건강(주),종근당건강 표고버섯균사체,20150522,20040020016392
16680,종근당건강(주),종근당건강 홍삼스틱K,20181114,20040020016610
16681,종근당건강(주),종근당건강 홍삼정K,20181115,20040020016611
16682,종근당건강(주),종근당건강감마리놀렌산플러스,20150522,20040020016159
16683,종근당건강(주),종근당건강글루코사민100,20150522,2004002001695
16684,콜마비앤에이치(주)푸디팜사업부문,종근당건강맥스칼,20180703,200600200031330
16685,종근당건강(주),종근당건강멀티비타,20150522,20040020016410
16686,종근당건강(주),종근당건강멀티비타민,20150522,20040020016409
16687,(주)에스엘에스,종근당건강멀티비타민포맨,20150522,2004001706252
16688,(주)에스엘에스,종근당건강멀티비타민포우먼,20150522,2004001706253
16689,종근당건강(주),종근당건강비타C레드,20150522,20040020016413
16690,종근당건강(주),종근당건강비타C블루,20150522,20040020016411
16691,종근당건강(주),종근당건강비타C옐로우,20150522,20040020016412
16692,주식회사웰파인,종근당건강알로에베라겔골드,20180717,2013001515111
16693,경북과학대학식품공장,종근당건강알로에베라겔골드,20160616,2004001800577
16694,종근당건강(주),종근당건강알로에베라겔골드,20150522,20040020016334
16695,종근당건강(주),종근당건강오메가3,20150522,20040020016416
16696,종근당건강(주),종근당건강칼슘마그네슘,20150522,20040020016397
16697,콜마비앤에이치(주)푸디팜사업부문,종근당건강칼슘마그네슘,20160226,20060020003908
16698,(주)종근당바이오,종근당바이오 락토바실러스 가세리 씨케이디비 026,20170802,2016000600721
16699,(주)종근당바이오,종근당바이오 락토바실러스 람노서스 씨케이디비 009,20170607,2016000600711
16700,(주)종근당바이오,종근당바이오 락토바실러스 람노서스 씨케이디비 109,20170824,2016000600722
16701,(주)종근당바이오,종근당바이오 락토바실러스 루테리 씨케이디비 019,20170609,2016000600716
16702,(주)종근당바이오,종근당바이오 락토바실러스 불가리쿠스 씨케이디비 001,20170609,2016000600717
16703,(주)종근당바이오,종근당바이오 락토바실러스 살리바리우스 씨케이디비 001,20170802,2016000600719
16704,(주)종근당바이오,종근당바이오 락토바실러스 애시도필러스 씨케이디비 007,20160812,201600060074
16705,(주)종근당바이오,종근당바이오 락토바실러스 카제이 씨케이디비 007,20161209,201600060079
16706,(주)종근당바이오,종근당바이오 락토바실러스 파라카제이 씨케이디비 005,20161209,201600060078
16707,(주)종근당바이오,종근당바이오 락토바실러스 파라카제이 케이비엘384,20171030,2016000600727
16708,(주)종근당바이오,종근당바이오 락토바실러스 퍼멘텀 씨케이디비 004,20170607,2016000600713
16709,(주)종근당바이오,종근당바이오 락토바실러스 퍼멘텀 케이비엘375,20171030,2016000600726
16710,(주)종근당바이오,종근당바이오 락토바실러스 플랜타럼 씨케이디비 007,20160921,201600060076
16711,(주)종근당바이오,종근당바이오 락토바실러스 플랜타럼 씨케이디비 008,20180518,2016000600730
16712,(주)종근당바이오,종근당바이오 락토바실러스 플랜타럼 씨케이디비 014,20170103,2016000600710
16713,(주)종근당바이오,종근당바이오 락토바실러스 플랜타럼 케이10,20180214,2016000600729
16714,(주)종근당바이오,종근당바이오 락토바실러스 헬베티쿠스 씨케이디비 001,20170607,2016000600712
16715,(주)종근당바이오,종근당바이오 락토바실러스 헬베티쿠스 씨케이디비 101,20170824,2016000600724
16716,(주)종근당바이오,종근당바이오 락토코커스 락티스 씨케이디비 001,20161209,201600060077
16717,(주)종근당바이오,종근당바이오 비피도박테리움 락티스 씨케이디비 005,20160812,201600060075
16718,(주)종근당바이오,종근당바이오 비피도박테리움 롱검 씨케이디비 004,20170609,2016000600718
16719,(주)종근당바이오,종근당바이오 비피도박테리움 브레브 씨케이디비 002,20170607,2016000600715
16720,(주)종근당바이오,종근당바이오 비피도박테리움 브레브 씨케이디비 102,20170824,2016000600723
16721,(주)종근당바이오,종근당바이오 비피도박테리움 비피덤 씨케이디비 001,20160812,201600060073
16722,(주)종근당바이오,종근당바이오 비피도박테리움 비피덤 케이비엘481,20171026,2016000600725
16723,(주)종근당바이오,종근당바이오 스트렙토코커스 써모필러스 씨케이디비 021,20160812,201600060072
16724,(주)종근당바이오,종근당바이오 스트렙토코커스 써모필러스 씨케이디비 027,20180530,2016000600731
16725,(주)종근당바이오,종근당바이오 엔테로코커스 페시움 씨케이디비 003,20160516,201600060071
16726,(주)종근당바이오,종근당바이오 엔테로코커스 페시움 씨케이디비 003엠3,20170802,2016000600720
16727,(주)종근당바이오,종근당바이오 엔테로코커스 페칼리스 씨케이디비 005,20170607,2016000600714
16728,(주)종근당바이오,종근당바이오 엔테로코커스 페칼리스 씨케이디비 105,20171108,2016000600728
16729,(주)서흥,종근당브레인Q,20150522,20040020006617
16730,(주)한국씨엔에스팜,종근당알지칼슘프리미엄,20150522,20040020007918
16731,콜마비앤에이치(주)푸디팜사업부문,종근당엽산400프리미엄골드,20150522,20060020003733
16732,(주)한국씨엔에스팜,종근당오메가코큐텐,20150522,200400200071055
16733,이앤에스(주),종근당파워칼슘앤마그네슘,20150522,2012001700239
16734,종근당건강(주),종근당프리미엄오메가3,20150522,20040020016338
16735,엠에스바이오텍(주),종합멀티비타민&미네랄20,20160630,20040020020490
16736,주식회사 노바렉스,종합비타민,20150522,200400200081178
16737,(주)뉴트리바이오텍,종합비타민 미네랄,20180802,200700170351151
16738,(주)에스엘에스,종합비타민 앤 미네랄 400,20150522,2004001706273
16739,(주)뉴트리바이오텍,종합비타민&무기질,20150522,20070017035457
16740,(주)한국씨엔에스팜,종합비타민&미네랄,20150522,200400200071175
16741,콜마비앤에이치(주)푸디팜사업부문,종합비타민&미네랄 맨,20150522,20060020003522
16742,(주)한국씨엔에스팜,종합비타민&미네랄 명작,20150522,20040020007802
