,DISTB_PD,ENTRPS,PRDUCT,브랜드명,제품명,이미지링크,REGIST_DT,STTEMNT_NO,SUNGSANG,index
20473,제조일로부터 2년,코스맥스바이오(주),코큐텐에이스,,,,20160303,2.00E+14,붉은색의 내용물을 함유한 붉은색의 연질캡슐.,20474
20474,제조일로부터24개월,극동에치팜(주),코큐텐오메가3,,,,20180227,2.00E+13,"이미 ,이취가 없고 고유의 향미가 있는 주황색 내용물을 함유한 흑갈색연질캡슐",20475
20475,제조일로부터 2년,주식회사 노바렉스2공장,코큐텐오메가플러스,,,,20160115,2.01E+12,주황색의 내용물을 함유한 갈흑색의 연질캡슐,20476
20476,제조일로부터 24개월,코스맥스엔비티(주),코큐텐포뮬러,,,,20150522,2.01E+13,"1) 이미, 이취가 없고 고유의 향미가 있는 노란색의 내용물을 함유한 암적색의 연질캡슐",20477
20477,제조일로부터 24개월까지,(주)한국씨엔에스팜,코큐텐포뮬러,,,,20150611,2.00E+14,주황색의 내용물을 함유한 갈색의 연질캡슐,20478
20478,제조일부터 24개월,(주)네추럴에프앤피,코큐텐포뮬러,,,,20180416,2.00E+14,주황색의 내용물을 함유한 흑갈색 연질캡슐,20479
20479,제조일로부터 24개월,(주)서흥,코큐텐프리미엄,,,,20150522,2.00E+13,주황색의 점조성 내용물을 함유한 암갈색의 타원형 연질캅셀제,20480
20480,제조일로부터 2년.,코스맥스바이오(주),코큐텐프리미엄씨,,,,20150723,2.00E+14,주황색의 내용물을 함유한 적갈색의 연질캡슐.,20481
20481,제조일로부터 24개월,(주)유유헬스케어,코큐텐플러스,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황갈색의 내용물을 함유한 적색의 연질캡슐",20482
20482,24개월,(주)알피바이오,코큐텐플러스,,,,20150522,2.00E+13,"이미, 이취가 없는 주황색의 내용물을 함유한 타원형 연질캡슐",20483
20483,제조일로부터 2년,주식회사 노바렉스,코큐텐플러스,,,,20150522,2.00E+14,황갈색의 내용물을 함유한 적색의 연질캡슐,20484
20484,제조일로부터 24개월까지,(주)한국씨엔에스팜,코큐텐플러스,,,,20150522,2.00E+14,주황색 내용물을 함유한 적색의 연질캡슐,20485
20485,제조일로부터 24개월까지,극동에치팜(주),코큐텐플러스,,,,20150522,2.00E+13,"주황색 내용물을 함유한 암갈색 연질캡슐로 이미, 이취가 없음",20486
20486,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,코큐텐플러스,,,,20151109,2.01E+13,"이미,이취가 없고 고유의 향미가 있는 진한 노란 주황색의 내용물을 함유한 검은색의 연질캡슐",20487
20487,제조일로부터 2년,코스맥스바이오(주),코큐텐플러스,,,,20150701,2.00E+14,황갈색의 내용물을 함유한 적색의 연질캡슐.,20488
20488,제조일로부터 24개월,태웅식품(주),코큐텐플러스비타민,,,,20150522,2.00E+13,적자색의 연질캡슐,20489
20489,24개월,한국바이오팜(주),코큐텐플러스오메가쓰리,,,,20150522,2.00E+13,황색의 내용물이 들어있는 적갈색의 연질캅셀,20490
20490,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,코크린,,,,20150522,2.01E+13,황갈색~갈색의 타원형 코팅정제,20491
20491,2년,주식회사 노바렉스,코티트롤 플러스,,,,20150522,2.00E+13,미색 분말이 든 백색경질캡슐,20492
20492,제조일로부터 2년,주식회사 토모,코팅 식이섬유 쾌변플러스,,,,20150522,2.00E+12,미황색의 분말,20493
20493,제조일로부터 2년,주식회사 아람,코팅차전자피,,,,20150522,2.01E+12,"미황색의 분말이며, 이미, 이취가 없어야함.",20494
20494,24개월,네이처퓨어코리아(주),코팅철분,,,,20160218,2.01E+13,"보라색의 장방형 코팅정제로 이미, 이취가 없음.",20495
20495,제조일로부터 2년,코스맥스바이오(주),코팅프로바이오틱스,,,,20150821,2.00E+14,미황색의 내용물을 함유한 투명색의 경질캡슐,20496
20496,제조일로부터 2년,주식회사 노바렉스,콘드라케어,,,,20150522,2.00E+13,황색의 내용물을 함유한 흑갈색 연질캡슐,20497
20497,제조일로부터 24개월,(주)유유헬스케어,콘솔에프식이섬유,,,,20150522,2.00E+13,이미 이취가 없고 고유의 향미가 있는 갈색 과립,20498
20498,제조일로부터 24개월,(주)유유헬스케어,콘탑에프골드식이섬유,,,,20150522,2.00E+13,엷은 갈색과립,20499
20499,제조일로부터 24개월까지,극동에치팜(주),콘탑에프골드식이섬유,,,,20150522,2.00E+13,"미갈색의 과립으로 이미, 이취가 없음",20500
20500,제조일로부터 24개월,(주)유유헬스케어,콘탑캅셀식이섬유,,,,20150522,2.00E+13,이미이취가 없고 고유의 향미가 있는 엷은갈색분말을 내용물로 한 투명경질캅셀,20501
20501,제조일로부터 24개월 까지,노비스바이오(주),콜 아웃,,,,20181029,2.00E+13,"이미 이취가 없고, 고유의 향미가 있는 연분홍색의 코팅정제",20502
20502,제조일로부터18개월,코스맥스엔비티(주),콜드에이치 스틱,,,,20171030,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 노란 하얀색 분말",20503
20503,제조일로부터 18개월,코스맥스엔비티(주),콜드에이치 츄어블,,,,20170915,2.01E+14,"이미, 이취가 없고, 고유의 향미가 있는 미황색의 츄어블 정제",20504
20504,18개월,코스맥스엔비티(주),콜라겐 드링크,,,,20151126,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 노란색의 액상",20505
20505,18개월,(주)네이처텍,콜라겐 블링블링,,,,20150522,2.00E+13,"이미, 이취가 없는 진황색 ~ 갈색을 가진 액상",20506
20506,제조일로부터 24개월,코스맥스엔비티(주),콜라겐 타임,,,,20150923,2.01E+13,"이미,이취가 없고 고유의 향미가 있는 흰노란색의 분말",20507
20507,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,콜라겐3000,,,,20180608,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 흰색의 코팅정제 / 이미, 이취가 없고 고유의 향미가 있는 연한 노란 연두색의 코팅정제",20508
20508,제조일로부터24개월까지,(주)더존피에이치씨,콜라바이오,,,,20150522,2.00E+13,고유의 향미를 가진 연분홍의 분말제품,20509
20509,제조일로부터 2년까지,(주)허브큐어,콜레 올로지,,,,20180510,2.00E+13,"이미, 이취가 없고 불규칙한 점박이를 포함한 회갈색의 장방형 코팅정제",20510
20510,제조일로부터 24개월,주식회사한미양행,콜레로뺄래,,,,20170420,2.00E+13,"이미, 이취가 없고 고유의 향미를 지닌 회갈색의 타원형 정제.",20511
20511,제조일로부터 24개월까지,극동에치팜(주),콜레로뺄래,,,,20161006,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 회갈색의 타원형정제",20512
20512,제조일로부터 24개월,주식회사한미양행,콜레로뺄래 레드,,,,20180921,2.00E+14,"이미, 이취가 없고 고유의 향미가 있는 황갈색의 내용물을 함유한 적갈색의 연질캡슐.",20513
20513,제조일로부터 2년.,코스맥스바이오(주),콜레로뺄래레드,,,,20190130,2.00E+14,황갈색의 내용물을 함유한 적갈색의 연질캡슐,20514
20514,제조일로부터 12개월,(주)천호엔케어,콜레스,,,,20170118,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 검은색의 액상",20515
20515,제조일로부터 2년,코스맥스바이오(주),콜레스-G,,,,20150522,2.00E+14,적갈색의 내용물을 함유한 암갈색의 연질캡슐,20516
20516,제조일로부터 2년,(주)메디언스,콜레스마늘 골드,,,,20151103,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 밝은 회황색의 분말을 함유한 흰색의 경질캡슐",20517
20517,24개월,(주)엠앤씨생명과학,콜레스엔,,,,20160415,2.01E+11,"이미,이취가 없고 고유의 향미가 있는 흐린빨간색의 정제",20518
20518,제조일로부터 36개월,(주)한국신약,콜레스탄올,,,,20150522,2.00E+12,적갈색의 내용물을 함유한 상#8228;하부 적갈색의 캅셀제품,20519
20519,제조일로부터 6개월,(주)정식품,콜레스테롤 개선에 도움을 줄 수 있는 베지밀,,,,20150522,2.01E+11,미황색 액상,20520
20520,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,콜레스테롤엔 모나콜린K 솔루션,,,,20150522,2.01E+13,붉은색의 반점이 있는 타원형의 분홍색 코팅정제,20521
20521,제조일로부터 2년,코스맥스바이오(주),콜레스테롤컨트롤,,,,20150522,2.00E+14,갈색의 내용물을 함유한 적갈색의 연질캡슐.,20522
20522,제조일로부터 24개월,(주)서흥,콜레스틴,,,,20150522,2.00E+13,고유의 향미가 있는 탁한 빨간색의 분말을 함유한 투명의 경질캡슐제,20523
20523,2년,(주)한국인삼공사,콜레스핏,,,,20150522,2.00E+13,갈색의 점조정 내용물을 함유한 흑색의 연질캡슐,20524
20524,제조일로부터 24개월,엠에스바이오텍(주),콜레우스 팻마스터-에프(F)5,,,,20171108,2.00E+13,흑갈색 장방형의 코팅정제,20525
20525,제조일부터 24개월,(주)네추럴에프앤피,콜레우스 포스콜리 부스트업,,,,20180117,2.00E+14,어두운 회갈색의 제피정제,20526
20526,제조일로부터 24개월,(주)비오팜,콜레우스 포텐,,,,20180822,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 검은색 반점이 있는 황회색 정제",20527
20527,제조일로부터 24개월,주식회사한미양행,콜레우스다이어트플러스,,,,20170502,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 정제",20528
20528,제조일로부터 24개월까지,코스맥스엔비티(주),콜레우스포스콜리,,,,20190503,2.01E+14,"이미, 이취가 없고 고유의 향미와 점박이가 있는 흐린 황갈색의 코팅정제",20529
20529,12개월,(주)삼양패키징 광혜원공장,콜레컨트롤 블랙,,,,20170404,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 흑갈색의 액상",20530
20530,12개월,(주)삼양패키징 광혜원공장,콜레컨트롤 스위트블랙,,,,20170404,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 흑갈색의 액상",20531
20531,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,콜로스틱30밸런스,,,,20171201,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 노란 하얀색의 원형 츄어블 정제",20532
20532,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,콜로스틱30포르테,,,,20160627,2.01E+13,흰색의 츄어블정제,20533
20533,제조일로부터24개월,인성제약(주),콜롬보케이지비,,,,20150522,2.00E+13,미황색의 코팅정제,20534
20534,제조일로부터 24개월,일동바이오사이언스(주),콜마 11종 코팅 유산균,,,,20170412,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말",20535
20535,제조일로부터 24개월,포항바이오파크,콜비타SFC멀티비타민,,,,20180501,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 백색의 정제",20536
20536,제조일로부터 24개월,포항바이오파크,콜비타SFC칼슘,,,,20180413,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 백색의 정제",20537
20537,2년,주식회사비엠제약,콩순이 아이알파 비타민C/복숭아맛,,,,20190916,2.01E+12,백색의 정제,20538
20538,제조일로부터 24개월,에스케이내추럴팜(주),쾌(快),,,,20150522,2.00E+13,"연녹색의 제피정제로서 고유의 색택과 향미를 가지며 이미,이취가 없어야 한다.",20539
20539,제조일로부터 2년,(주)허브큐어,쾌변,,,,20170519,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 회보라색의 제피정제.",20540
20540,제조일로부터 24개월,주식회사 토모,쾌변,,,,20150522,2.00E+12,미황색의 분말,20541
20541,24개월,(주)양생당,쾌변,,,,20150522,2.00E+12,연갈색의 액상제품,20542
20542,제조일로부터 24개월,(주)비오팜,쾌변 다이어트 정,,,,20170914,2.00E+13,"이미, 이취가 없고 고유의 향미가 있으며 갈색 반점이 있는 연한 갈색의 제피정제",20543
20543,제조일로부터18개월,코스맥스엔비티(주),쾌변 생(生) 유산균,,,,20180418,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 미황색의 분말",20544
20544,제조일로부터 24개월,(주)비오팜,쾌변 차전자피,,,,20160412,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 과립",20545
20545,제조일로부터 2년,코스맥스바이오(주),쾌변&다이어트,,,,20150916,2.00E+14,밝은 회황색의 분말,20546
20546,제조일로부터 2년,엘라이프주식회사,쾌변&슬림 다이어트,,,,20190212,2.00E+12,"갈색의 환으로 고유의 색택과 향미를 가지며 이미, 이취가 없음",20547
20547,제조일로부터 18개월,(주)에스디푸드,쾌변구미,,,,20190409,2.02E+12,"이미, 이취가 없고 고유한 향미가 있는 붉은색의 반구형 젤리",20548
20548,제조일로부터 24개월,엠에스바이오텍(주),쾌변다이어트4-디,,,,20150522,2.00E+13,"황색 원형의 정제로서 이미,이취가 없다.",20549
20549,제조일로부터 18개월까지,(주)네이처텍,쾌변대장,,,,20190816,2.00E+13,이미？이취가 없고 고유의 향미를 가지는 갈색~진한 갈색의 액상,20550
20550,제조일로부터 18개월까지,주식회사한미양행,쾌변데이,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색의 액상",20551
20551,24개월,두리농산,쾌변맥,,,,20170116,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 어두운 녹갈색의 환",20552
20552,제조일로부터 24개월까지,극동에치팜(주),쾌변명장,,,,20150522,2.00E+13,진황색의 내용물을 함유한 미황색의 경질캡슐,20553
20553,제조일로부터 18개월까지,(주)한국씨엔에스팜,쾌변명장,,,,20150522,2.00E+14,진한 황색의 내용물을 함유한 미황색의 경질캡슐,20554
20554,제조일로부터 24개월,(주)한국씨엔에스팜,쾌변보감,,,,20150522,2.00E+13,녹색 원형 제피 정제,20555
20555,24개월,(주)오투바이오,쾌변사냥그린라이트,,,,20150522,2.01E+12,"이미, 이취가 없는 연백색의 분말",20556
20556,제조일로부터 2년,코스맥스바이오(주),쾌변상쾌한데이,,,,20151214,2.00E+14,회연두색의 분말.,20557
20557,제조일로부터 2년,주식회사 토모,쾌변슬림다이어트,,,,20160105,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 밝은 회황색 분말",20558
20558,제조일로부터 2년,코스맥스바이오(주),쾌변식이섬유파워S젤리,,,,20151005,2.00E+14,적색의 젤리,20559
20559,제조일로부터 24개월,(주)비오팜,쾌변알로에정,,,,20170801,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 정제",20560
20560,제조일로부터 18개월,(주)네추럴에프앤피 음성공장,쾌변앤푸른,,,,20150522,2.01E+13,갈색의 액상,20561
20561,제조일로부터 24개월,주)팜크로스,쾌변에좋은알로에골드,,,,20170428,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황갈색의 장방형정제.",20562
20562,24개월,(주)유니쎌팜,쾌변엔 차전자피,,,,20181115,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연한 갈색의 과립",20563
20563,제조일로부터 24개월,한국바이오팜(주),쾌변엔 차전자피 식이섬유,,,,20190402,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 황갈색의 분말",20564
20564,제조일로부터 24개월,주식회사 토모,쾌변엔웰화이버,,,,20181122,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 황회색의 분말",20565
20565,제조일로부터 24개월,주)팜크로스,쾌변을 위한 다내림 식이섬유,,,,20180326,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 과립제품",20566
20566,제조일로부터 12개월,(주)젠푸드,쾌변을 위한 매일마시는 한천 지에이(GA)-900 (레몬맛),,,,20150522,2.01E+11,이 품목은 백색 또는 황백색의 과립 및 분말 혼합체이다.,20567
20567,24개월,(주)네이처텍,쾌변의비밀,,,,20161122,2.00E+13,"이미, 이취가 없는 적갈색 ~ 흑갈색을 가진 액상",20568
20568,제조일로부터18개월,코스맥스엔비티(주),쾌변젤리,,,,20190816,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 황갈색의 젤리",20569
20569,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,쾌변젤리 배변지우개,,,,20181029,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 노란 연두색의 젤리",20570
20570,24개월,(주)휴온스내츄럴,쾌변직빵삭비움,,,,20190904,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 회황색의 정제",20571
20571,제조일로부터 18개월,(주)네추럴에프앤피 음성공장,쾌변청,,,,20150522,2.01E+13,갈색의 액상,20572
20572,제조일로부터 24개월,엠에스바이오텍(주),쾌변프리미엄다이어트,,,,20150522,2.00E+13,황색원형의 정제로서 이미이취가 없음,20573
20573,제조일로부터2년,주식회사 토모,쾌변플러스 식이섬유,,,,20150522,2.00E+12,미황색 분말,20574
20574,18개월,코스맥스엔비티(주),쾌변해,,,,20181109,2.01E+14,"이미, 이취가 없고 고유의 향미를 지닌 황갈색 분말",20575
20575,제조일로부터 24개월,(주)비오팜,쾌변했어,,,,20181025,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 과립",20576
20576,제조일로부터 24개월,(주)아마존허브,쾌변행복골드,,,,20161012,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 갈색의 과립",20577
20577,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,쾌변화이바,,,,20150522,2.01E+13,연녹색의 젤리,20578
20578,제조일로부터 24개월,(주)케이알식품,쾌장환,,,,20180423,2.02E+11,고유의 흑갈색과 향미가 있는 환으로 이미·이취가 없어야 함,20579
20579,24개월,(주)셀루스,쾌청,,,,20150522,2.01E+11,주황색분말이 들어 있는 백색경질캡슐,20580
20580,제조일로부터24개월,(주)두루원,쾌청,,,,20170825,2.00E+13,이미 이취가 없고 고유의 향미가 있는 갈색의 과립,20581
20581,제조일로부터 2년간,엘라이프주식회사,쾌환,,,,20171222,2.00E+12,"갈색의 환으로서 고유의 색택과 향미를 가지며 이미, 이취가 없음",20582
20582,제조일로부터 2년,주식회사 노바렉스,쿠오레(Cuore)(수출용),,,,20150522,2.00E+14,연한황색의 내용물을 함유한 투명 연질캡슐,20583
20583,제조일로부터 2년,풍기진생영농조합법인,쿠쿠R진생,,,,20190905,2.01E+12,"고유의 색택과 향미가 있으며, 이미, 이취가 없는 황갈색의 액상제품",20584
20584,제조일로부터 24개월,(주)서흥,쿠쿠플라본,,,,20150522,2.00E+13,회황색의 장방형 제피정제,20585
20585,제조일로부터 18개월,(주)뉴팜,쿠키앤크림맛 츄어블 유산균,,,,20160302,2.00E+13,"이미, 이취가 없고 검정의 점박이 있는 원형정제임",20586
20586,제조일로부터 24개월,(주)서흥,쿠퍼스 타블렛,,,,20150522,2.00E+13,흐린 황갈색의 장방형 제피정제,20587
20587,15일,(주)한국야쿠르트,쿠퍼스 프리미엄C,,,,20171020,2.01E+12,"[정제]1. 성상 : 고유의 색택과 향미를 가진 건강기능식품으로서 정제 제품으로 이미, 이취가 없어야 한다. [액상]1. 성상 : 이미, 이취가 없고, 고유의 향미가 있는 밝은 회황색의 액상",20588
20588,15일,(주)한국야쿠르트,쿠퍼스 프리미엄C 베타,,,,20171110,2.01E+12,"[정제]1. 성상 : 고유의 색택과 향미를 가진 건강기능식품으로서 정제 제품으로 이미, 이취가 없어야 한다. [액상]1. 성상 : 이미, 이취가 없고, 고유의 향미가 있는 밝은 회황색의 액상",20589
20589,제조일로부터 15일,(주)한국야쿠르트,쿠퍼스 프리미엄L,,,,20150522,2.01E+11,정제 및 액상,20590
20590,제조일로부터 15일,(주)한국야쿠르트,쿠퍼스 프리미엄L 베타,,,,20150522,2.01E+11,정제 및 액상,20591
20591,제조일로부터 24개월,엠에스바이오텍(주),쿨가이,,,,20170314,2.00E+13,갈색장방형의 코팅정제,20592
20592,제조일로부터 24개월까지,(주)허브큐어,쿨변,,,,20190816,2.00E+13,"이미, 이취가 없고 고유의 향미를 함유한 연한 황갈색 분말.",20593
20593,24개월,코스맥스엔비티(주),쿨센스,,,,20160621,2.01E+13,"이미,이취가 없고 고유의 향미가 있는 황색~갈색의 액상",20594
20594,24개월,주)팜크로스,쿨스텝,,,,20150522,2.00E+13,"이미, 이취가 없고 쓰고 떫은 맛을 가진 짙은 녹색의 건조분말을 함유한 적갈색의 경질캅셀임",20595
20595,제조일로부터 24개월까지,동서바이오팜(주),쿨앤쿨,,,,20150522,2.00E+13,갈색의 과립제,20596
20596,제조일로부터 24개월까지,동서바이오팜(주),쿨앤쿨식이섬유,,,,20150522,2.00E+13,연갈색의 과립제,20597
20597,24개월,이원바이오,쿼드엑시드,,,,20170105,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말",20598
20598,제조일로부터 24개월까지,(주)한국씨엔에스팜,쿼터백플러스,,,,20150522,2.00E+14,노란색의 타원형 제피정제,20599
20599,2년,(주)아리바이오에이치앤비,쿼터백플러스,,,,20180314,2.01E+13,"이미,이취가 없는 노란색의 제피정제",20600
20600,24개월,고려은단 헬스케어(주),퀄리티멀티비타민,,,,20161201,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 백색과 연한 노란색의 층이 있는 이중의 정제",20601
20601,제조일로부터 12개월,(주)한국씨엔에스팜,퀘이커 오트밀 오리지널 +,,,,20190123,2.00E+14,후레이크를 함유한 미백색의 분말,20602
20602,제조일로부터 24개월.,코스맥스바이오(주),퀴노다인S,,,,20150522,2.00E+14,흰색의 제피정제,20603
20603,제조일로부터 2년,(주)바이텍,퀴노아멀티비타민,,,,20190311,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 연한 노란색의 분말",20604
20604,24개월,네이처퓨어코리아(주),퀵케어,,,,20150522,2.01E+13,"계피향이 나는 연갈색 장방형 투명코팅정제로 이미, 이취가 없다.",20605
20605,18개월,(주)양생당,퀸,,,,20150522,2.00E+12,연갈색의 액상제품,20606
20606,제조일로부터 2년,주식회사 노바렉스,퀸라이프,,,,20150522,2.00E+14,황갈색의 내용물을 함유한 적색의 연질캡슐,20607
20607,제조일로부터 24개월까지,노비스바이오(주),퀸솔루션,,,,20170717,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 적색의 장방형 코팅정제",20608
20608,제조일로부터 24개월,코스맥스엔비티(주),퀸스드림,,,,20170117,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 적색의 연질캡슐",20609
20609,제조일로부터 2년,주식회사 노바렉스,퀸스플라본,,,,20190401,2.00E+14,점박이를 함유한 회황색 장방형의 투명 제피정제,20610
20610,제조일로부터 2년,주식회사 노바렉스2공장,퀸즈 뷰티 다이어트,,,,20180418,2.01E+13,1.히알루론산 연질캡슐 : 연한 노랑색의 내용물을 함유한 적색의 연질캡슐 2.잔티젠 연질캡슐 :  적갈색의 내용물을 함유한 흑색의 연질캡슐,20611
20611,제조일로부터 24개월,(주)한풍네이처팜,퀸즈 트리플케어,,,,20150923,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 상부 갈색, 하부 초록색의 이중제피정제",20612
20612,24개월,코스맥스엔비티(주),퀸즈미,,,,20170110,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 흑갈색의 연질캡슐",20613
20613,제조일로부터 24개월,주식회사한미양행,퀸즈아이케어루테인플러스A,,,,20161116,2.00E+13,"이미, 이취가 없으며 고유의 향미를 지닌 적갈색의 내용물을 함유한 어두운 적자색 연질캡슐.",20614
20614,제조일로부터 24개월까지,극동에치팜(주),퀸케어,,,,20150522,2.00E+13,"연녹색 내용물을 함유한 적갈색 경질캡슐로 이미, 이취가 없음",20615
20615,제조일로부터 24개월까지 (유통기한 설정 사유 : 별첨),(주)한국씨엔에스팜,퀸호프칼 프리미엄,,,,20160222,2.00E+14,회색의 내용물을 함유한 황색의 연질캡슐,20616
20616,제조일로부터 24개월,엠에스바이오텍(주)제2공장,큐&슬림다이어트,,,,20190402,2.01E+12,미갈색-검정 점박이가 보이는 갈색 코팅정제,20617
20617,제조일로부터 18개월,엠에스바이오텍(주)제2공장,큐(Q)어락 키즈업,,,,20190808,2.01E+13,연한 미색 분말,20618
20618,제조일로부터 18개월,엠에스바이오텍(주)제2공장,큐(Q)어락1.2테라,,,,20181012,2.01E+12,연한 미색의 분말,20619
20619,제조일로부터 18개월,엠에스바이오텍(주)제2공장,큐(Q)어락2000,,,,20181012,2.01E+12,연한 노란색을 띄는 백색 분말,20620
20620,제조일로부터24개월,엠에스바이오텍(주)제2공장,큐(Q)어락퀸즈1000,,,,20190904,2.01E+13,노란 점박이가 보이는 연한 노란색의 장방형 정제,20621
20621,제조일로부터 2년,비엔지웰푸드,큐1 (Q1),,,,20150522,2.01E+11,이미.이취가 없고 고유의 향미가 있는 백색분말,20622
20622,2년,(주)비티진,큐라파 슈퍼 진생,,,,20150522,2.00E+12,황갈색 분말을 포함한 흰색의 경질캡슐,20623
20623,36개월,(주)유니쎌팜,큐라파적송유(수출용),,,,20150522,2.00E+13,투명색의 연질캅셀,20624
20624,제조일로부터 24개월,포항바이오파크,큐메이드,,,,20180920,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 흰색 원형 코팅 정제",20625
20625,24개월,(주)네이처텍,큐베리,,,,20150522,2.00E+12,"이미,이취가 없는 적갈색 ~ 적자색의 액상",20626
20626,제조일로부터 24개월,엠에스바이오텍(주)제2공장,큐비 오피스텐,,,,20181227,2.01E+12,하얀점박이가 보이는 미갈색 코팅정제,20627
20627,제조일로부터 24개월까지,(주)한국씨엔에스팜,큐아르ACE,,,,20190306,2.00E+14,주황색의 내용물을 함유한 검정색 연질캡슐,20628
20628,2년,아미코젠(주),큐자임,,,,20150522,2.00E+13,갈색의 내용물을 함유한 투명한 경질캡슐제품,20629
20629,제조일로부터 2년,아미코젠(주),큐자임7,,,,20150923,2.00E+13,"이미,이취가 없는 갈색의 내용물을 함유한 투명색의 경질캡슐",20630
20630,2년,에프엔바이오(주),큐타민,,,,20190311,2.00E+13,"이미,이취가 없고 고유의 향미가 있는 노란색 원형정제",20631
20631,제조일로부터 24개월까지 (유통기한 설정 사유 : 별첨),(주)한국씨엔에스팜,큐타민 플러스,,,,20151223,2.00E+14,주황색의 내용물을 함유한 주황색의 연질캡슐,20632
20632,24개월,(주)내츄럴엔도텍,큐텐,,,,20150522,2.01E+12,주황색의 유상 내용물을 함유한 오렌지색 연질캅셀,20633
20633,제조일로부터 24월,(주)한국씨엔에스팜,큐텐 플러스,,,,20150522,2.00E+13,주황색의 내용액을 함유한 주황색의 연질캅셀,20634
20634,24개월,(주)내츄럴엔도텍,큐텐-씨(C),,,,20150522,2.01E+12,주황색의 내용액을 함유한 오렌지색의 연질캅셀,20635
20635,24개월,(주)내츄럴엔도텍,큐텐-엘(L),,,,20150522,2.01E+12,주황색의 내용액을 함유한 오렌지색의 연질캅셀,20636
20636,24개월,(주)내츄럴엔도텍,큐텐-지에프(GF),,,,20150522,2.01E+12,주황색의 내용액을 함유한 오렌지색의 연질캅셀,20637
20637,24개월,(주)내츄럴엔도텍,큐텐-피(P),,,,20150522,2.01E+12,주황색의 내용액을 함유한 오렌지색의 연질캅셀,20638
20638,제조일로부터 24개월,(주)알피바이오,큐텐비 플러스,,,,20181231,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 주황색의 내용물을 함유한 적갈색의 연질캡슐",20639
20639,제조일로부터 24개월까지,(주)한국씨엔에스팜,큐텐비맥스,,,,20150522,2.00E+14,주황색의 내용물을 함유한 적색투명의 연질캡슐,20640
20640,제조일로부터 2년,주식회사 노바렉스,큐텐비맥스,,,,20150522,2.00E+14,주황색의 내용물을 함유한 적색투명의 연질캡슐,20641
20641,제조일로부터 24개월까지,(주)한국씨엔에스팜,큐텐비타ACE,,,,20150522,2.00E+14,주황색의 내용물을 함유한 적색의 연질캡슐,20642
20642,제조일로 부터 2년,(주)청우식품,큐플러스 비타민칼슘,,,,20150522,2.00E+12,갈색의 초코맛이 있는 씹어 먹는 정제.,20643
